group,variable,estimate,ci_lower_fixed_membership,ci_upper_fixed_membership,full_sample_estimate,bootstrap_mean,bootstrap_bias,ci_lower_reselected,ci_upper_reselected,finite_replicates,minimum_effective_weight,point_estimate_difference
both,BELONG,-0.7821257821233516,-0.8655819224279226,-0.6969007169694045,-0.7821257821233517,-0.7816362445315428,0.0004895375918089195,-0.8656298041705945,-0.6937186868713127,1000,4270.9938600000005,-1.1102230246251565e-16
both,BULLIED,1.0739699974895225,0.944128539117785,1.2176580209520278,1.073969997489522,1.0764605115101036,0.0024905140205815357,0.9415253731376159,1.2204564590786702,1000,4405.496450000001,-4.440892098500626e-16
both,ESCS,-0.6568767119574561,-0.8561691803405937,-0.4520807122185923,-0.6568767119574562,-0.6421458101033607,0.014730901854095535,-0.8467552492787466,-0.44787959385728,1000,4302.73135,-1.1102230246251565e-16
both,ST016Q01NA,2.124161797734793,1.8816859993619035,2.366877908804347,2.1241617977347933,2.130420815829823,0.006259018095029489,1.8668295038608318,2.370979220934703,1000,4581.64581,4.440892098500626e-16
both,TEACHSUP,-0.4145320953001538,-0.5962908676925112,-0.2381414899853473,-0.4145320953001537,-0.4175096376162148,-0.002977542316061066,-0.592931267088446,-0.23552484027805937,1000,3825.57436,5.551115123125783e-17
both,any_class_skipping,0.814759385972739,0.7419674426450878,0.8801837152925339,0.814759385972739,0.820807934640744,0.006048548668004972,0.7481862683691675,0.8883349939252674,1000,4019.7091299999997,0.0
both,any_tardiness,0.9199484305864324,0.8760907087196791,0.9593477226668952,0.9199484305864324,0.9231713471353256,0.0032229165488931732,0.8813554047009587,0.9605510743722775,1000,4151.03121,0.0
both,any_whole_day_skipping,0.9301527302186636,0.8901995042531343,0.9646701576707382,0.9301527302186636,0.9322028429924671,0.002050112773803514,0.8914994003273392,0.9673641443122446,1000,3994.86923,0.0
both,female,0.5750838683214663,0.4995071003045487,0.6439865007455646,0.5750838683214663,0.5716355924403135,-0.003448275881152818,0.498618966065315,0.6487208942016435,1000,4581.64581,0.0
both,immigrant,0.2445209603228346,0.1723510733269735,0.322632035059258,0.2445209603228346,0.2360696968959403,-0.008451263426894312,0.16530166311759725,0.3139028568618691,1000,3736.94488,0.0
both,repeated_grade,0.7206293643152311,0.6318059587886148,0.793388840675698,0.720629364315231,0.7165906340522776,-0.004038730262953316,0.6270809069043102,0.795718544183288,1000,4274.05997,-1.1102230246251565e-16
expanded_only,BELONG,-1.119980875223142,-1.1882649908291052,-1.056343737806205,-1.1199808752231417,-1.1212378150117652,-0.0012569397886235123,-1.188702662816498,-1.0548672693671763,1000,8948.27658,2.220446049250313e-16
expanded_only,BULLIED,1.2954653047896547,1.2357751051020236,1.3590202390782706,1.2954653047896547,1.2899629864268334,-0.005502318362821335,1.2251997924384752,1.358635372964097,1000,9082.02192700002,0.0
expanded_only,ESCS,-0.3167217153824684,-0.4485350555955651,-0.1867538640045079,-0.31672171538246846,-0.32588220428476816,-0.009160488902299702,-0.4609147131256315,-0.19168853060289728,1000,9082.299949999999,-5.551115123125783e-17
expanded_only,ST016Q01NA,2.334833330954332,2.188563534750669,2.483093225777574,2.334833330954331,2.325856879264273,-0.00897645169005834,2.1770764256297697,2.4784983919425443,1000,9132.37927,-8.881784197001252e-16
expanded_only,TEACHSUP,-0.5384407744375391,-0.6607389325878515,-0.4118338385683622,-0.5384407744375391,-0.534480839952467,0.003959934485072147,-0.6634412870827809,-0.4036959943684662,1000,8124.10541,0.0
expanded_only,any_class_skipping,0.3913965182335209,0.3381175855425151,0.4401616163525751,0.39139651823352084,0.3912562412882238,-0.0001402769452970576,0.33812224950365766,0.4423574261660192,1000,8934.544590000001,-5.551115123125783e-17
expanded_only,any_tardiness,0.4955881494694855,0.4389129493947916,0.5537935469309481,0.4955881494694855,0.494188835523575,-0.0013993139459104742,0.4355756042272908,0.5516228924675887,1000,8931.502870298631,0.0
expanded_only,any_whole_day_skipping,0.3531440447700931,0.3018172153133982,0.4005340098181201,0.35314404477009315,0.35888327388192065,0.005739229111827504,0.30440068074695215,0.4106317722244673,1000,8993.59232,5.551115123125783e-17
expanded_only,female,0.6856432860413788,0.6302871147800801,0.7334660428960116,0.6856432860413789,0.6858508388200052,0.0002075527786262743,0.6331815235501875,0.7337445700913798,1000,9132.37927,1.1102230246251565e-16
expanded_only,immigrant,0.2594007452509742,0.2065293023038696,0.3103742531685226,0.2594007452509743,0.263166518166979,0.003765772916004717,0.20771253616997803,0.3151690545122898,1000,8790.27603700002,1.1102230246251565e-16
