model,weighted_ap,recall_at_10pct_capacity,precision_at_10pct_capacity,calibration_intercept,calibration_slope
Expanded logit,0.3034168035922602,0.2653731591904598,0.3868220252366541,-0.0317769143600238,0.978792238905522
Expanded + audit attributes,0.328202083535095,0.2738606279011613,0.399193810860422,-0.0349697695908562,0.9760893767950934
