seed,information_set,recall,selected_weight_share
20260918,routine,0.16295458838094906,0.09999999999999999
20260918,expanded,0.26537315919045984,0.10000000000000013
20260923,routine,0.15824499501341482,0.10000000000000003
20260923,expanded,0.2637719707850022,0.10000000000000006
20260924,routine,0.16388343620857979,0.10000000000000005
20260924,expanded,0.2649806983867122,0.10000000000000002
