group_axis,metric,bootstrap_mean,ci_2.5,ci_97.5
escs_weighted_tertile,max_minus_min_recall_gap,0.05690396638966093,0.01626896362978154,0.10033530511798866
immigration_background,max_minus_min_recall_gap,0.049680659614674376,0.00597832119481546,0.09999818177910151
sex,max_minus_min_recall_gap,0.046885896868917074,0.008957080691371574,0.08668829694218036
